knee,yellow,yellow,thick
thigh,white,green,wooly
knee,blue,red,thin
thigh,red,blue,thick
low,yellow,gray,thin
thigh,purple,white,thick
ankle,gray,purple,thin
thigh,blue,purple,thin
thigh,yellow,green,thin
knee,yellow,red,thick
knee,yellow,red,thin
thigh,purple,yellow,thin
ankle,yellow,gray,thin
low,blue,yellow,thick
thigh,green,purple,thin
low,yellow,gray,thick
thigh,green,green,thin
thigh,purple,red,thin
low,white,white,thick
thigh,white,red,thick
ankle,yellow,yellow,thick
low,gray,green,wooly
low,green,white,thin
ankle,yellow,gray,wooly
ankle,yellow,white,wooly
low,white,white,thin
knee,yellow,green,thick
low,green,yellow,wooly
thigh,yellow,green,thick
thigh,green,gray,thin
ankle,purple,blue,thin
knee,green,gray,thick
ankle,yellow,yellow,thin
knee,yellow,yellow,thick
knee,purple,gray,wooly
knee,yellow,yellow,thick
knee,gray,yellow,thick
knee,red,yellow,thick
low,purple,green,thick
thigh,purple,gray,wooly
ankle,green,yellow,wooly
low,red,yellow,thin
ankle,white,red,thick
thigh,purple,red,thick
thigh,green,blue,wooly
thigh,gray,red,thick
ankle,white,white,thick
knee,yellow,gray,wooly
thigh,red,red,thin
thigh,yellow,purple,thin
low,gray,gray,thick
ankle,white,yellow,thick
thigh,blue,blue,thick
thigh,white,white,wooly
low,green,red,thick
knee,white,purple,thin
thigh,green,gray,thin
low,green,blue,thin
low,green,red,wooly
thigh,gray,purple,wooly
thigh,gray,white,thick
thigh,red,purple,thick
knee,green,white,thin
ankle,purple,white,thick
thigh,green,blue,wooly
ankle,red,purple,thick
knee,red,white,wooly
knee,blue,yellow,wooly
knee,green,yellow,thick
low,yellow,blue,thin
knee,yellow,yellow,thick
low,gray,white,thin
thigh,green,white,wooly
knee,green,red,thick
ankle,purple,red,thin
knee,gray,gray,thick
low,blue,yellow,wooly
ankle,white,white,thick
knee,green,white,wooly
thigh,yellow,purple,thin
thigh,blue,green,thick
knee,green,gray,wooly
ankle,purple,green,thin
low,gray,purple,wooly
knee,purple,white,thin
ankle,gray,blue,thick
knee,yellow,red,thin
ankle,red,green,thick
low,purple,gray,thin
low,gray,yellow,thick
low,gray,white,thick
knee,red,gray,thin
knee,blue,gray,thin
low,gray,gray,thick
low,green,blue,wooly
thigh,purple,green,thin
ankle,white,green,thick
ankle,blue,yellow,thin
low,green,blue,thin
low,purple,gray,thin
low,green,yellow,wooly
thigh,yellow,red,thin
thigh,red,green,thick
knee,blue,yellow,thin
low,blue,white,thick
ankle,white,white,thick
thigh,green,red,thick
ankle,green,green,wooly
ankle,green,yellow,wooly
knee,yellow,gray,thick
low,white,green,thick
thigh,blue,gray,thick
thigh,white,yellow,wooly
low,purple,red,thin
ankle,yellow,white,wooly
ankle,green,blue,thick
low,green,white,thin
ankle,red,white,thin
low,green,purple,wooly
ankle,red,green,wooly
knee,red,yellow,thick
thigh,green,green,thick
low,white,yellow,wooly
knee,gray,purple,wooly
low,yellow,green,thick
low,blue,red,wooly
thigh,white,red,thick
thigh,blue,blue,thick
ankle,red,yellow,thin
thigh,green,yellow,thick
ankle,yellow,white,wooly
low,gray,gray,thin
thigh,gray,white,wooly
knee,yellow,blue,thin
knee,purple,white,wooly
thigh,white,yellow,thin
ankle,green,red,thick
ankle,red,purple,wooly
low,purple,green,thin
ankle,purple,red,wooly
knee,yellow,purple,thick
thigh,blue,purple,wooly
low,yellow,blue,thick
ankle,blue,blue,thick
thigh,gray,green,thin
knee,red,white,thin
knee,white,blue,wooly
thigh,gray,green,thick
thigh,green,green,thin
low,white,red,wooly
ankle,red,gray,thin
thigh,gray,yellow,thick
low,yellow,purple,wooly
low,blue,white,thin
knee,red,blue,thin
low,blue,red,thick
knee,red,yellow,thick
low,white,green,thick
knee,blue,white,wooly
knee,blue,green,wooly
low,red,gray,wooly
low,gray,red,thin
thigh,green,green,wooly
knee,purple,red,thick
knee,gray,white,thin
ankle,white,blue,wooly
low,yellow,purple,wooly
ankle,white,white,thick
low,gray,white,thin
low,red,gray,thin
thigh,blue,red,thick
knee,yellow,yellow,thin
low,yellow,gray,thin
low,white,blue,thin
thigh,red,gray,thick
knee,red,gray,wooly
knee,gray,gray,thin
knee,white,gray,thick
knee,white,green,thick
knee,blue,blue,thick
ankle,blue,white,wooly
thigh,blue,blue,thick
low,red,red,thin
knee,green,purple,wooly
low,yellow,purple,wooly
knee,purple,blue,thick
thigh,white,green,thick
low,purple,yellow,wooly
low,red,yellow,thin
ankle,purple,yellow,thick
knee,red,blue,wooly
low,white,gray,wooly
knee,blue,purple,thin
ankle,green,gray,thin
knee,gray,blue,thick
low,white,white,thin
knee,white,blue,thick
thigh,purple,purple,thick
ankle,white,purple,thin
thigh,gray,white,thin
knee,yellow,gray,wooly
thigh,white,yellow,thick
low,red,purple,wooly
knee,red,gray,wooly
thigh,gray,yellow,thin
low,red,yellow,wooly
thigh,red,yellow,thin
ankle,white,red,thick
knee,yellow,white,wooly
low,gray,yellow,thin
ankle,green,blue,wooly
knee,yellow,green,wooly
knee,green,white,thick
low,green,red,thick
low,green,white,thick
thigh,gray,blue,thin
knee,yellow,blue,thick
low,blue,green,wooly
ankle,gray,gray,wooly
ankle,blue,gray,wooly
knee,purple,white,wooly
thigh,purple,gray,thin
thigh,red,white,thick
knee,yellow,gray,thick
ankle,gray,red,wooly
low,green,green,thin
ankle,purple,purple,wooly
low,blue,white,thin
thigh,purple,red,thin
low,purple,white,thin
ankle,red,red,wooly
ankle,blue,green,wooly
thigh,blue,gray,wooly
ankle,red,yellow,wooly
low,red,gray,thin
ankle,blue,gray,thick
ankle,gray,white,wooly
knee,red,purple,wooly
ankle,yellow,green,thin
ankle,purple,purple,thin
ankle,gray,yellow,wooly
knee,red,white,thick
thigh,blue,gray,thin
thigh,blue,yellow,thin
ankle,yellow,purple,thick
knee,yellow,yellow,wooly
thigh,blue,blue,wooly
thigh,yellow,blue,thick
knee,green,purple,wooly
ankle,gray,purple,wooly
low,gray,blue,wooly
thigh,yellow,yellow,thick
knee,gray,yellow,thin
thigh,red,gray,wooly
ankle,blue,gray,thin
ankle,blue,red,thin
knee,yellow,gray,thick
knee,gray,green,thin
ankle,red,blue,thick
ankle,gray,green,thick
thigh,yellow,green,thick
low,purple,red,thick
low,white,yellow,thin
ankle,green,red,wooly
thigh,gray,white,wooly
ankle,green,gray,thick
ankle,purple,yellow,wooly
ankle,red,white,wooly
ankle,gray,green,thick
ankle,green,green,thin
ankle,blue,purple,thick
knee,green,green,wooly
knee,green,red,thick
ankle,green,red,thin
thigh,blue,yellow,wooly
ankle,white,red,thin
low,purple,gray,thin
knee,red,red,thin
knee,purple,red,thick
knee,white,green,thick
ankle,gray,blue,thin
ankle,green,gray,wooly
ankle,blue,purple,thick
low,yellow,purple,wooly
low,red,white,thin
ankle,green,purple,thin
low,gray,green,thick
ankle,green,red,thin
low,gray,blue,thin
thigh,red,red,thin
low,red,purple,thick
thigh,blue,yellow,thick
thigh,yellow,blue,thin
ankle,gray,yellow,wooly
low,yellow,blue,thin
low,gray,gray,thin
low,red,red,thick
ankle,purple,gray,thin
thigh,purple,yellow,wooly
ankle,green,purple,thick
low,purple,red,thin
low,green,white,thin
low,white,green,wooly
ankle,white,green,wooly
low,green,purple,thin
knee,white,white,wooly
low,gray,purple,wooly
low,blue,red,thick
knee,yellow,white,thin
ankle,white,green,wooly
knee,white,red,thin
ankle,red,green,thick
low,green,red,wooly
ankle,red,yellow,wooly
thigh,white,white,wooly
ankle,yellow,yellow,thin
knee,white,purple,thin
thigh,white,purple,thick
low,white,gray,thick
knee,purple,white,thin
low,red,blue,wooly
knee,red,white,thin
knee,gray,red,wooly
low,red,green,wooly
low,white,yellow,thick
thigh,yellow,red,thick
thigh,white,white,wooly
low,green,white,wooly
knee,green,yellow,thin
thigh,red,white,thick
knee,blue,white,thin
knee,red,green,thin
knee,blue,yellow,thin
ankle,purple,green,thin
low,yellow,red,thick
knee,purple,yellow,thick
low,green,red,thick
low,blue,blue,thin
thigh,blue,green,wooly
knee,purple,gray,wooly
low,blue,gray,thick
thigh,gray,white,thin
low,purple,white,thick
thigh,white,red,wooly
ankle,blue,blue,wooly
low,white,yellow,wooly
low,green,purple,thick
low,yellow,yellow,thick
ankle,purple,purple,thin
thigh,gray,green,thick
thigh,purple,purple,thick
thigh,blue,white,thin
knee,purple,white,thin
ankle,white,gray,thin
thigh,red,gray,wooly
low,gray,gray,wooly
low,purple,blue,thin
ankle,gray,gray,wooly
low,blue,green,wooly
knee,red,purple,wooly
low,green,purple,thick
ankle,gray,red,wooly
low,purple,yellow,thick
knee,green,blue,thin
knee,white,yellow,thick
low,red,yellow,wooly
knee,green,red,wooly
knee,white,red,thin
thigh,blue,blue,thick
ankle,gray,green,thick
thigh,purple,purple,wooly
low,red,purple,wooly
ankle,red,yellow,thick
knee,white,gray,thick
ankle,purple,yellow,thin
knee,green,blue,thin
knee,purple,purple,wooly
knee,blue,blue,wooly
knee,yellow,purple,thin
thigh,gray,green,thin
thigh,yellow,blue,thin
knee,blue,red,thin
thigh,purple,yellow,wooly
ankle,gray,red,thin
thigh,gray,white,thin
thigh,purple,red,wooly
ankle,purple,gray,wooly
knee,purple,yellow,thick
knee,yellow,white,thick
knee,blue,blue,thin
low,gray,gray,thick
thigh,green,white,thick
knee,yellow,blue,wooly
ankle,white,red,thick
knee,gray,purple,thin
knee,red,purple,thick
thigh,yellow,green,thin
knee,red,green,thick
ankle,blue,yellow,wooly
ankle,white,gray,thick
ankle,gray,red,thick
low,purple,white,thin
knee,red,white,thin
knee,green,purple,wooly
thigh,purple,gray,thin
knee,blue,red,wooly
knee,green,gray,wooly
thigh,blue,gray,thin
knee,blue,gray,wooly
low,gray,gray,thin
ankle,green,blue,thin
knee,red,blue,thick
knee,green,yellow,wooly
ankle,yellow,blue,thin
thigh,gray,purple,thin
knee,yellow,gray,thin
low,yellow,white,thin
knee,green,purple,wooly
ankle,white,blue,wooly
low,purple,gray,thin
low,gray,green,thick
low,gray,blue,thin
knee,gray,white,thin
low,purple,gray,wooly
low,gray,gray,thick
ankle,gray,gray,thin
low,blue,blue,thick
ankle,gray,blue,wooly
knee,yellow,green,thick
knee,green,white,thin
ankle,white,purple,thin
ankle,yellow,green,wooly
ankle,purple,purple,thin
knee,yellow,red,thick
ankle,red,red,thin
knee,yellow,purple,wooly
knee,purple,red,thin
ankle,red,blue,thin
ankle,white,green,wooly
knee,gray,purple,thin
low,green,red,thin
ankle,green,blue,thick
ankle,purple,purple,wooly
knee,gray,white,wooly
thigh,white,yellow,thin
low,yellow,purple,wooly
ankle,red,gray,thin
low,gray,red,wooly
knee,purple,gray,thin
thigh,gray,blue,wooly
low,green,red,thick
thigh,yellow,purple,thick
ankle,purple,green,wooly
knee,red,gray,wooly
knee,green,white,thick
thigh,green,red,thin
low,green,purple,thick
thigh,red,blue,wooly
low,blue,gray,thick
thigh,gray,blue,thick
ankle,white,white,thin
thigh,purple,red,thin
thigh,green,red,thick
ankle,red,blue,thin
knee,yellow,gray,thin
thigh,yellow,purple,thin
ankle,red,white,thick
low,green,blue,thin
low,white,gray,wooly
knee,yellow,blue,thick
ankle,blue,green,wooly
thigh,blue,yellow,thin
ankle,green,green,thin
low,white,green,wooly
thigh,green,purple,thin
low,white,yellow,thick
ankle,white,red,thick
knee,green,blue,wooly
knee,white,green,wooly
knee,purple,gray,wooly
low,gray,gray,wooly
low,purple,green,thin
thigh,gray,red,thick
ankle,yellow,white,thin
ankle,purple,blue,wooly
knee,white,white,thick
ankle,purple,purple,wooly
thigh,white,purple,thick
thigh,green,white,thick
knee,yellow,white,wooly
thigh,purple,yellow,thin
ankle,purple,gray,wooly
ankle,purple,gray,thin
thigh,gray,red,thick
low,gray,purple,wooly
low,purple,red,thin
low,yellow,green,thick
knee,blue,purple,thick
ankle,gray,white,thick
knee,yellow,purple,wooly
ankle,yellow,purple,thin
low,red,blue,wooly
thigh,gray,purple,thin
knee,white,gray,thin
ankle,red,yellow,thick
ankle,purple,white,wooly
ankle,yellow,yellow,wooly
ankle,red,purple,wooly
thigh,blue,yellow,wooly
ankle,blue,green,wooly
knee,green,red,thin
thigh,green,gray,thick
thigh,gray,gray,wooly
thigh,purple,gray,wooly
ankle,gray,green,thin
knee,gray,red,wooly
low,gray,purple,thick
knee,gray,gray,thick
ankle,blue,gray,wooly
ankle,gray,purple,thin
ankle,purple,green,thin
low,white,purple,wooly
low,yellow,green,thick
low,yellow,red,wooly
thigh,blue,purple,thin
thigh,red,white,wooly
knee,red,red,wooly
ankle,green,blue,thin
ankle,red,white,thick
low,white,red,thin
knee,gray,blue,thin
low,yellow,yellow,wooly
ankle,gray,white,wooly
thigh,red,white,thick
ankle,red,blue,thick
ankle,blue,green,wooly
ankle,yellow,yellow,wooly
low,white,white,thin
thigh,green,yellow,wooly
knee,white,purple,thick
low,red,green,wooly
ankle,yellow,red,wooly
low,gray,green,thick
ankle,white,yellow,thick
knee,red,gray,thin
ankle,purple,blue,thin
knee,red,white,wooly
ankle,blue,green,wooly
thigh,purple,yellow,thin
knee,red,white,thin
low,purple,yellow,wooly
thigh,white,green,thin
ankle,green,purple,wooly
ankle,purple,red,thin
ankle,white,white,wooly
ankle,red,blue,wooly
thigh,gray,red,wooly
ankle,red,purple,wooly
knee,white,blue,thick
knee,green,purple,thin
low,white,yellow,wooly
knee,yellow,blue,wooly
thigh,red,blue,thick
knee,red,blue,thick
knee,red,green,thick
thigh,purple,blue,wooly
low,white,purple,thin
thigh,yellow,purple,thick
low,blue,gray,thick
low,purple,red,wooly
ankle,red,white,thin
low,yellow,purple,thin
ankle,white,gray,thin
low,red,green,wooly
ankle,gray,purple,thick
low,green,white,thin
low,gray,purple,thin
low,green,purple,thin
knee,gray,gray,thin
ankle,red,white,wooly
knee,blue,yellow,wooly
ankle,red,green,thick
thigh,gray,red,thick
ankle,gray,green,wooly
low,white,red,wooly
low,yellow,gray,wooly
ankle,blue,purple,wooly
ankle,blue,red,wooly
thigh,gray,yellow,thick
knee,white,purple,thick
low,white,yellow,thick
knee,yellow,green,thin
low,white,yellow,thin
thigh,gray,gray,wooly
low,blue,yellow,wooly
thigh,gray,blue,thick
knee,yellow,blue,thin
ankle,red,gray,wooly
knee,yellow,red,thin
ankle,white,gray,wooly
knee,white,gray,wooly
knee,yellow,white,thick
knee,white,white,thick
low,red,red,thin
low,blue,red,wooly
thigh,red,yellow,thick
thigh,white,yellow,thin
ankle,purple,gray,wooly
ankle,purple,purple,thin
knee,yellow,red,wooly
ankle,white,yellow,wooly
ankle,red,yellow,thin
ankle,yellow,yellow,thin
ankle,purple,gray,thick
ankle,purple,yellow,thick
ankle,blue,purple,wooly
low,green,yellow,thick
ankle,red,gray,thin
knee,blue,green,thick
thigh,green,yellow,wooly
low,purple,white,thick
thigh,green,yellow,wooly
thigh,purple,yellow,thick
ankle,red,green,thick
knee,white,yellow,thick
ankle,white,red,thick
ankle,yellow,yellow,wooly
ankle,blue,gray,thin
ankle,green,red,thick
low,gray,blue,wooly
ankle,green,green,thin
knee,gray,red,thick
thigh,red,green,wooly
ankle,yellow,gray,wooly
low,green,white,thin
ankle,blue,white,thin
knee,green,red,wooly
thigh,green,blue,thin
knee,yellow,red,thin
ankle,gray,green,thin
low,purple,purple,wooly
ankle,gray,purple,wooly
knee,red,green,wooly
ankle,red,gray,thick
thigh,blue,white,thin
knee,red,white,wooly
low,green,green,thick
thigh,yellow,yellow,thin
low,green,yellow,thick
ankle,white,purple,thin
knee,purple,white,thick
thigh,white,blue,thin
low,purple,purple,wooly
thigh,gray,gray,wooly
low,yellow,yellow,wooly
low,purple,green,thick
low,blue,gray,thin
thigh,white,blue,wooly
thigh,yellow,blue,thick
ankle,gray,gray,thick
low,green,gray,wooly
low,white,green,thick
knee,green,white,wooly
knee,red,blue,thick
thigh,red,red,thin
knee,purple,gray,wooly
low,red,blue,thin
thigh,yellow,white,thick
low,purple,yellow,thick
ankle,red,gray,thick
knee,white,gray,wooly
thigh,gray,blue,wooly
low,purple,white,wooly
ankle,red,blue,thick
low,white,purple,thick
thigh,yellow,purple,thin
low,white,yellow,thin
thigh,gray,yellow,thick
ankle,red,blue,thin
low,yellow,blue,thick
knee,yellow,gray,wooly
thigh,green,yellow,thick
knee,red,white,thin
ankle,purple,gray,thick
knee,green,purple,thin
low,white,white,wooly
ankle,blue,gray,wooly
knee,green,blue,wooly
knee,yellow,purple,wooly
thigh,blue,yellow,thick
knee,blue,white,thin
low,red,gray,thin
ankle,green,blue,wooly
low,green,red,wooly
knee,white,red,thin
low,red,gray,thin
thigh,red,red,wooly
knee,gray,purple,thin
ankle,green,yellow,thin
ankle,yellow,red,thick
knee,gray,green,wooly
ankle,yellow,red,thin
ankle,green,green,wooly
ankle,red,green,thin
thigh,gray,blue,thick
ankle,blue,purple,thick
ankle,yellow,yellow,thick
low,white,purple,thick
thigh,yellow,red,wooly
thigh,red,red,thick
ankle,gray,purple,wooly
low,red,red,thin
thigh,gray,gray,thick
thigh,gray,green,thick
low,blue,gray,thin
low,white,blue,wooly
ankle,white,blue,thin
low,purple,yellow,thick
thigh,green,white,wooly
ankle,purple,red,thick
ankle,purple,gray,thin
knee,green,green,wooly
low,blue,white,thick
low,red,white,thick
knee,blue,gray,thin
thigh,white,gray,thin
low,red,purple,thin
knee,green,white,wooly
knee,red,yellow,wooly
thigh,purple,white,thin
thigh,white,blue,wooly
knee,red,yellow,thick
ankle,white,green,thin
low,red,red,wooly
knee,gray,purple,thick
low,white,yellow,wooly
low,purple,green,thick
knee,white,yellow,thick
ankle,green,yellow,wooly
thigh,purple,green,wooly
thigh,purple,purple,wooly
low,gray,yellow,wooly
low,purple,purple,thick
low,blue,red,thin
low,blue,green,thick
knee,gray,yellow,thin
knee,green,yellow,wooly
thigh,red,blue,wooly
low,blue,white,thick
thigh,white,yellow,thick
ankle,white,red,thin
ankle,purple,white,thin
knee,white,yellow,thick
knee,green,gray,thick
low,blue,yellow,thin
ankle,purple,yellow,thin
thigh,white,gray,wooly
low,white,green,wooly
low,yellow,green,thin
low,blue,green,wooly
low,purple,white,wooly
knee,purple,white,thin
knee,gray,blue,thin
knee,purple,red,thick
ankle,white,blue,wooly
ankle,blue,gray,wooly
low,blue,yellow,thin
low,yellow,red,thin
thigh,gray,green,thin
knee,blue,green,thin
ankle,gray,white,thin
ankle,green,blue,wooly
knee,green,yellow,wooly
ankle,blue,green,wooly
ankle,white,purple,thin
knee,yellow,red,thin
thigh,blue,green,thin
knee,gray,white,thick
knee,green,purple,thick
low,yellow,blue,wooly
knee,blue,yellow,thin
ankle,green,purple,wooly
thigh,green,blue,thin
thigh,white,purple,thick
knee,green,yellow,thin
thigh,yellow,red,thin
low,gray,red,thick
low,gray,yellow,thin
ankle,green,blue,thin
thigh,purple,gray,thin
ankle,purple,white,thin
knee,blue,green,thin
thigh,yellow,gray,wooly
thigh,yellow,red,thin
low,yellow,red,thin
low,purple,gray,wooly
thigh,blue,gray,thick
ankle,red,yellow,wooly
ankle,purple,yellow,thick
ankle,white,purple,thin
thigh,green,gray,thick
thigh,red,white,thick
thigh,blue,red,wooly
ankle,purple,blue,wooly
ankle,red,green,thin
ankle,yellow,purple,thick
thigh,yellow,green,wooly
thigh,yellow,gray,thick
low,purple,gray,thin
low,purple,purple,thin
low,green,green,thin
knee,green,green,thick
thigh,white,gray,thin
thigh,yellow,yellow,wooly
low,red,blue,thick
thigh,purple,red,thin
ankle,blue,red,thick
ankle,gray,red,wooly
thigh,purple,yellow,thin
ankle,purple,white,thick
low,purple,gray,wooly
knee,red,white,wooly
knee,red,white,thick
ankle,red,yellow,wooly
thigh,blue,green,wooly
ankle,blue,red,wooly
low,gray,blue,wooly
thigh,red,blue,thin
knee,purple,purple,thick
thigh,yellow,white,wooly
knee,red,gray,thick
thigh,gray,gray,wooly
thigh,blue,purple,thin
ankle,yellow,gray,wooly
thigh,blue,purple,thin
ankle,red,blue,thick
thigh,yellow,white,thick
low,red,red,thin
ankle,red,yellow,thin
knee,yellow,purple,wooly
low,purple,purple,wooly
ankle,gray,white,thin
low,blue,purple,thick
low,red,white,thick
knee,purple,blue,wooly
knee,white,purple,thick
ankle,red,gray,wooly
ankle,red,gray,wooly
thigh,red,blue,thick
low,green,purple,wooly
low,red,green,thin
ankle,green,white,thick
knee,gray,green,wooly
knee,gray,green,wooly
knee,green,gray,thick
ankle,red,green,thin
ankle,red,green,thin
thigh,blue,red,wooly
low,purple,gray,thin
ankle,red,red,thin
thigh,red,white,thin
low,yellow,green,wooly
low,red,white,thin
knee,gray,yellow,thick
ankle,gray,blue,wooly
low,gray,green,thick
low,blue,purple,thick
knee,red,green,thick
thigh,blue,purple,wooly
low,red,blue,thick
ankle,white,white,wooly
low,red,green,thick
thigh,purple,white,thin
ankle,white,purple,wooly
ankle,yellow,purple,wooly
ankle,red,white,thin
knee,blue,red,thick
ankle,gray,green,thick
thigh,white,blue,thick
ankle,yellow,gray,thin
knee,green,gray,thin
low,yellow,purple,thick
low,blue,blue,wooly
thigh,yellow,yellow,thick
knee,gray,purple,thin
low,blue,green,thick
ankle,green,blue,thick
ankle,purple,blue,thin
low,purple,green,thin
ankle,gray,purple,wooly
ankle,white,white,thick
low,yellow,blue,wooly
ankle,green,white,wooly
low,red,yellow,thick
knee,purple,blue,wooly
ankle,green,gray,wooly
knee,white,yellow,wooly
ankle,red,gray,thin
low,yellow,blue,thin
thigh,purple,red,thick
ankle,red,blue,thick
knee,green,yellow,thick
low,purple,yellow,thick
low,gray,gray,wooly
thigh,green,white,thick
knee,purple,white,wooly
low,gray,white,thin
thigh,blue,blue,thick
low,green,blue,wooly
knee,green,yellow,thin
ankle,blue,purple,thin
knee,white,yellow,thin
thigh,blue,blue,thin
thigh,white,purple,wooly
ankle,yellow,purple,wooly
ankle,blue,purple,wooly
ankle,gray,purple,wooly
thigh,blue,purple,thin
ankle,red,white,thin
thigh,white,red,wooly
ankle,purple,yellow,thin
low,purple,purple,thick
ankle,green,green,thick
ankle,yellow,white,wooly
knee,blue,red,thin
low,yellow,white,thin
ankle,green,purple,thin
thigh,blue,red,wooly
thigh,red,yellow,wooly
thigh,blue,gray,thick
knee,red,purple,wooly
ankle,red,red,thick
ankle,green,yellow,thin
ankle,green,green,thin
ankle,red,gray,thick
knee,white,green,thin
low,red,gray,wooly
low,red,yellow,thick
thigh,gray,red,wooly
ankle,white,blue,thin
ankle,purple,red,thin
low,purple,green,thick
low,red,red,thin
thigh,yellow,blue,thin
knee,white,yellow,thick
low,yellow,red,thick
thigh,blue,red,thin
knee,gray,white,thick
knee,red,green,thin
knee,green,purple,thin
knee,purple,purple,thick
low,green,white,wooly
thigh,blue,gray,wooly
low,blue,gray,thin
knee,gray,red,thick
ankle,purple,blue,thin
ankle,green,red,wooly
ankle,yellow,white,thick
low,green,purple,thick
low,gray,white,thin
ankle,purple,yellow,thick
low,red,green,thin
low,green,white,thin
knee,purple,purple,thick
thigh,gray,gray,thin
knee,green,red,thin
thigh,purple,red,wooly
ankle,red,white,thick
thigh,blue,white,thick
thigh,red,red,wooly
knee,green,white,thin
knee,white,yellow,wooly
ankle,red,gray,wooly
thigh,purple,yellow,thin
ankle,yellow,blue,thin
ankle,gray,gray,thin
thigh,green,green,thin
low,yellow,purple,thin
knee,green,gray,thin
low,green,red,wooly
knee,blue,blue,thin
thigh,gray,gray,wooly
low,green,gray,thick
thigh,purple,white,thin
knee,green,red,wooly
ankle,purple,purple,wooly
low,purple,green,thin
ankle,white,gray,thin
ankle,blue,red,thin
knee,red,red,wooly
low,yellow,red,wooly
ankle,purple,red,thick
ankle,red,green,wooly
thigh,green,gray,thin
knee,white,gray,wooly
low,purple,yellow,thick
thigh,white,yellow,thick
low,yellow,white,thin
ankle,white,gray,thin
knee,red,gray,thin
ankle,blue,white,wooly
low,gray,green,wooly
ankle,blue,blue,wooly
knee,green,green,thin
knee,purple,red,thick
ankle,purple,green,thin
ankle,green,green,thick
ankle,gray,green,thick
thigh,green,green,thin
thigh,red,gray,wooly
low,gray,blue,thin
ankle,white,yellow,thin
ankle,yellow,white,thick
knee,gray,green,thin
ankle,red,yellow,thick
knee,blue,white,thick
thigh,yellow,yellow,thin
knee,gray,purple,thin
ankle,gray,yellow,wooly
knee,gray,gray,thin
low,green,blue,thick
low,yellow,white,wooly
knee,red,yellow,wooly
ankle,blue,yellow,thick
thigh,blue,green,wooly
thigh,blue,gray,wooly
low,blue,yellow,thick
knee,red,yellow,wooly
thigh,yellow,blue,wooly
low,red,white,thick
ankle,yellow,green,thin
low,blue,gray,wooly
thigh,green,white,thin
knee,gray,yellow,thick
low,blue,white,wooly
ankle,green,green,thin
ankle,green,yellow,thin
thigh,red,red,thin
knee,purple,white,wooly
low,green,yellow,thick
thigh,purple,blue,wooly
thigh,red,white,wooly
ankle,yellow,yellow,wooly
low,yellow,white,wooly
ankle,green,green,wooly
knee,gray,green,wooly
ankle,purple,red,thin
thigh,red,red,wooly
knee,red,yellow,thick
ankle,white,gray,thick
ankle,blue,blue,wooly
low,yellow,purple,thick
low,purple,gray,thin
knee,purple,purple,thin
thigh,white,gray,wooly
thigh,green,red,wooly
